id,text,author
id27020,"Upon this occasion we should have been driven out to sea in spite of everything, for the whirlpools threw us round and round so violently, that, at length, we fouled our anchor and dragged it if it had not been that we drifted into one of the innumerable cross currents here to day and gone to morrow which drove us under the lee of Flimen, where, by good luck, we brought up.",EAP
id15133,"Disappointment and sickness have hitherto held dominion over me; twin born with me, my would, was for ever enchained by the shall not, of these my tyrants.",MWS
id16417,The perfume in my nostrils died away.,EAP
id25311,Adrian led the troops.,MWS
id07402,The tension on our part became very great.,HPL
id01064,"Yet she smiled on and still on, uncomplainingly, because she saw that the painter who had high renown took a fervid and burning pleasure in his task, and wrought day and night to depict her who so loved him, yet who grew daily more dispirited and weak.",EAP
id05964,"You on earth have unwittingly felt its distant presence you who without knowing idly gave to its blinking beacon the name of Algol, the Daemon Star.",HPL
id10044,"why string my nerves and renew my wearied efforts ah, why?",MWS
id06740,"Again a furtive trying of a bolted connecting door, and again a receding creaking.",HPL
id17439,"The sun arose with a sickly yellow lustre, and clambered a very few degrees above the horizon emitting no decisive light.",EAP
id26646,"The weather was cold; and, upon quitting my own room, I had thrown a cloak over my dressing wrapper, putting it off upon reaching the scene of play.",EAP
id15076,"""How much was the reward offered, did you say?"" asked Dupin.",EAP
id19617,"I was still alone, for as much as I feared the unknown horror I sought, there was more fear in the thought of telling anybody.",HPL
id21453,"I do not weep or sigh; but I must reason with myself, and force myself to feel sorrow and despair.",MWS
id19419,"Our conversation was now long, earnest, uninterrupted, and totally unreserved.",EAP
id03244,He knew things he didn't dare put into that stupid Magnalia or that puerile Wonders of the Invisible World.,HPL
id20539,"Briden looked back and went mad, laughing shrilly as he kept on laughing at intervals till death found him one night in the cabin whilst Johansen was wandering deliriously.",HPL
id19740,"Moreover, my occupations have been always made to chime in with the ordinary habitudes of my fellowmen.",EAP
id06471,"To this man Iranon spoke, as to so many others: ""Canst thou tell me where I may find Aira, the city of marble and beryl, where flows the hyaline Nithra and where the falls of the tiny Kra sing to verdant valleys and hills forested with yath trees?""",HPL
id15807,"""Were I misanthropic,"" he said, ""such a locale would suit me.",EAP
id12419,"In my childhood the shunned house was vacant, with barren, gnarled, and terrible old trees, long, queerly pale grass, and nightmarishly misshapen weeds in the high terraced yard where birds never lingered.",HPL
id14753,"He found my name a good passport to preferment, and he had procured for me the situation of private secretary to the Ambassador at Vienna, where I should enter on my career under the best auspices.",MWS
id26980,"There were reasons why I would have been glad to let the war separate us; reasons why I found the practice of medicine and the companionship of West more and more irritating; but when he had gone to Ottawa and through a colleague's influence secured a medical commission as Major, I could not resist the imperious persuasion of one determined that I should accompany him in my usual capacity.",HPL
id15735,"But on you only had I any claim for pity and redress, and from you I determined to seek that justice which I vainly attempted to gain from any other being that wore the human form.",MWS
id12769,"I strove to think that all this grandeur was but more glaring infamy, and that, by planting his gold enwoven flag beside my tarnished and tattered banner, he proclaimed not his superiority, but his debasement.",MWS
id07126,I will not dwell longer than I need on these disastrous circumstances.,MWS
id18509,"Geographically it lay about two miles northwest of the base of Tempest Mountain, and three miles from the oak girt mansion.",HPL
id09082,"""D ,"" replied Dupin, ""is a desperate man, and a man of nerve.",EAP
id04092,"""Upon honor,"" said I. ""Nose and all?"" she asked.",EAP
id07307,I heard the next morning from the steward that upon his arrival he had been in a most terrible state of mind: he had passed the first night in the garden lying on the damp grass; he did not sleep but groaned perpetually.,MWS
id13237,Then the lock of the connecting door to my room was softly tried.,HPL
id03208,This had probably been done with the view of arousing me from sleep.,EAP
id11259,"It was at this moment that his eyes, and mine also, fell upon the scrap of parchment, which I then supposed to be paper.",EAP
id22787,"On his throat were the marks of murderous hands, and on his left ankle was a distressing rat bite.",HPL
id06383,"Everything is related in them which bears reference to my accursed origin; the whole detail of that series of disgusting circumstances which produced it is set in view; the minutest description of my odious and loathsome person is given, in language which painted your own horrors and rendered mine indelible.",MWS
id24551,"When we reached this tree, Legrand turned to Jupiter, and asked him if he thought he could climb it.",EAP
id18094,I gave him pretty nearly the same account of my former pursuits as I had given to his fellow professor.,MWS
id00620,"Thus was I left to ponder on myself as the only human creature within the great fortress, and in my utter solitude my mind began to cease its vain protest against the impending doom, to become almost reconciled to the fate which so many of my ancestors had met.",HPL
id27408,"As the music went on, my ideas seemed to quit their mortal dwelling house; they shook their pinions and began a flight, sailing on the placid current of thought, filling the creation with new glory, and rousing sublime imagery that else had slept voiceless.",MWS
id02872,"I waited for my letters with feverish impatience; if they were delayed I was miserable and overcome by a thousand fears; and when they arrived and I saw the superscription of Elizabeth or my father, I hardly dared to read and ascertain my fate.",MWS
id13378,It is now madness or hypocrisy to doubt.,EAP
id06108,But even in this acute moment my chief horror was something apart from the immediate weakness of my defences.,HPL
id27149,"Trade fallin' off, mills losin' business even the new ones an' the best of our menfolks kilt a privateerin' in the War of or lost with the Elizy brig an' the Ranger snow both of 'em Gilman venters.",HPL
id22652,"One fine February day, when the sun had reassumed some of its genial power, I walked in the forest with my family.",MWS
id21224,Ingenuity: Your diddler is ingenious.,EAP
id14826,all over the reef an' swimmin' up the harbour into the Manuxet. . . .,HPL
id14600,At this time Lord Raymond returned from Greece.,MWS
id13204,"Bread and water did not tame my blood, nor solitary confinement inspire me with gentle thoughts.",MWS
id27106,"The moon's distance from the earth is, in round numbers, , miles.",EAP
id24102,"I carried pistols and a dagger constantly about me and was ever on the watch to prevent artifice, and by these means gained a greater degree of tranquillity.",MWS
id21512,"This accident, with the loss of my insurance, and with the more serious loss of my hair, the whole of which had been singed off by the fire, predisposed me to serious impressions, so that, finally, I made up my mind to take a wife.",EAP
id24294,"As these crossed the direct line of my vision they affected me as forms; but upon passing to my side their images impressed me with the idea of shrieks, groans, and other dismal expressions of terror, of horror, or of wo.",EAP
id17416,"So entirely secluded, and in fact inaccessible, except through a series of accidents, is the entrance of the ravine, that it is by no means impossible that I was indeed the first adventurer the very first and sole adventurer who had ever penetrated its recesses.",EAP
id13943,"In ceasing, he departed at once, and as abruptly as he had entered.",EAP
id04656,"and one, who led the way, was clad in a ghoulishly humped black coat and striped trousers, and had a man's felt hat perched on the shapeless thing that answered for a head. . . .",HPL
id08804,"We could not understand, that is to say, we could not have understood, had the notion of this primum mobile ever obtruded itself; we could not have understood in what manner it might be made to further the objects of humanity, either temporal or eternal.",EAP
id01626,"The event, under the circumstances, was tremendous; for in the existence of a subterranean space here, my mad theories had terrible confirmation.",HPL
id22132,The gentle words of Agatha and the animated smiles of the charming Arabian were not for me.,MWS
id24059,Alas Life is obstinate and clings closest where it is most hated.,MWS
id10319,"The voice, however, still puzzled me no little; but even this apparent mystery was speedily cleared up.",EAP
id04715,"Gilman's dreams consisted largely in plunges through limitless abysses of inexplicably coloured twilight and bafflingly disordered sound; abysses whose material and gravitational properties, and whose relation to his own entity, he could not even begin to explain.",HPL
id07576,I was struck by the improvement that appeared in the health of Adrian.,MWS
id20788,"""Are you better now, sir?"" said she.",MWS
id27005,Another woman confirmed the account of the fishermen having brought the body into her house; it was not cold.,MWS
id02682,"I could now find room to doubt the evidence of my senses; and seldom called up the subject at all but with wonder at extent of human credulity, and a smile at the vivid force of the imagination which I hereditarily possessed.",EAP
id16180,"His appearance, different from any I had ever before seen, and his flight somewhat surprised me.",MWS
id01549,"I am thy creature, and I will be even mild and docile to my natural lord and king if thou wilt also perform thy part, the which thou owest me.",MWS
id26168,"The insane yarn I had heard from the aged drunkard did not promise very pleasant dreams, and I felt I must keep the image of his wild, watery eyes as far as possible from my imagination.",HPL
id22584,"Here, divesting myself of my clothes, for there is no reason why we cannot die as we were born, I threw myself headlong into the current; the sole witness of my fate being a solitary crow that had been seduced into the eating of brandy saturated corn, and so had staggered away from his fellows.",EAP
id16703,At a wave of my hand my deliverers hurried tumultuously away.,EAP
id05379,You should have seen me you should.,EAP
id17025,"And, in the midst of all this, the continuous braying of a donkey arose over all.",EAP
id07009,"There was none of the exotic technique you see in Sidney Sime, none of the trans Saturnian landscapes and lunar fungi that Clark Ashton Smith uses to freeze the blood.",HPL
id20058,For Arthur Munroe was dead.,HPL
id20975,"Nor did I doubt, that in the tranquillity of our family circle at Windsor, she would recover some degree of composure, and in the end, of happiness.",MWS
id15401,"These Great Old Ones, Castro continued, were not composed altogether of flesh and blood.",HPL
id18143,"Having thus fathomed, to his satisfaction, the intentions of Jehovah, out of these intentions he built his innumerable systems of mind.",EAP
id22919,"No man could crush a ""butterfly on the wheel"" with better effect; no man better cover a speedy retreat from a powerful adversary.",MWS
id19258,"In fact, to write upon such a theme it is necessary to have been hanged.",EAP
id02011,"Their still apparent union permitted her to do much; but no woman could, in the end, present a remedy to the encreasing negligence of the Protector; who, as if seized with a paroxysm of insanity, trampled on all ceremony, all order, all duty, and gave himself up to license.",MWS
id19374,When the old woman began to turn toward him he fled precipitately off the bridge and into the shelter of the town's labyrinthine waterfront alleys.,HPL
id23978,The rooks cawed loudly in the trees above; mixed with their hoarse cries I heard a lively strain of music.,MWS
id05170,I took it because of the queer old brick well in the cellar one of the sort I told you about.,HPL
id10724,No sympathy may I ever find.,MWS
id26472,"Steeped in misery as I am misery, alas only too real I shall be pardoned for seeking relief, however slight and temporary, in the weakness of a few rambling details.",EAP
id08056,"I suppose some astonishment was exhibited in my countenance, for Mr. Kirwin hastened to say, ""Immediately upon your being taken ill, all the papers that were on your person were brought me, and I examined them that I might discover some trace by which I could send to your relations an account of your misfortune and illness.",MWS
id23159,"He knew deeper vices through books, and he now longed to know them at first hand.",HPL
id15592,"As soon as morning dawned I crept from my kennel, that I might view the adjacent cottage and discover if I could remain in the habitation I had found.",MWS
id08709,"""Ass"" said the fourth.",EAP
id04043,"Elinor die This is frenzy and the most miserable despair: you cannot die while I am near.""",MWS
id13462,"Then too, we had spoken to him in advance of our quest; and I felt after my uncle's going that he would understand and assist me in some vitally necessary public explanations.",HPL
id01478,"Our talk was on subjects, unconnected with the emotions that evidently occupied each; but we each divined the other's thought, and as our voices spoke of indifferent matters, our eyes, in mute language, told a thousand things no tongue could have uttered.",MWS
id06151,"I was very sorry for him, for I dislike to see a German suffer; but he was not a good man to die with.",HPL
id00128,"An' the smell was awful, like what it is araound Wizard Whateley's ol' haouse. . .",HPL
id16309,Nor did Adrian instruct me only in the cold truths of history and philosophy.,MWS
id01437,This relieves us of all doubt upon the question whether the old lady could have first destroyed the daughter and afterward have committed suicide.,EAP
id17059,"On a certain rainy afternoon when this illusion seemed phenomenally strong, and when, in addition, I had fancied I glimpsed a kind of thin, yellowish, shimmering exhalation rising from the nitrous pattern toward the yawning fireplace, I spoke to my uncle about the matter.",HPL
id13843,"'Let me go,' he cried; 'monster Ugly wretch You wish to eat me and tear me to pieces.",MWS
id12362,"In the open air alone I found relief; among nature's beauteous works, her God reassumed his attribute of benevolence, and again I could trust that he who built up the mountains, planted the forests, and poured out the rivers, would erect another state for lost humanity, where we might awaken again to our affections, our happiness, and our faith.",MWS
id18568,"Accordingly I kept north along Main to Martin, then turning inland, crossing Federal Street safely north of the Green, and entering the decayed patrician neighbourhood of northern Broad, Washington, Lafayette, and Adams Streets.",HPL
id13782,In Bolton the prevailing spirit of Puritanism had outlawed the sport of boxing with the usual result.,HPL
id06566,"I went down to open it with a light heart, for what had I now to fear?",EAP
id25194,"I reason a priori, and a diddle would be no diddle without a grin.",EAP
id14118,"""Vase am I,"" she thought, ""vase brimful of despair's direst essence.",MWS
id26822,"He alluded to Adrian, and spoke of him with that disparagement that the worldly wise always attach to enthusiasm.",MWS
id25538,I recollected my threat and resolved that it should be accomplished.,MWS
id00431,"Raymond had evidently vacillated during his journey, and irresolution was marked in every gesture as we entered Perdita's cottage.",MWS
id08336,She spoke no word; and I not for worlds could I have uttered a syllable.,EAP
id18990,"This is somewhat thick, and so are her ankles, but she has a fine pair of green stockings to cover them.",EAP
id24554,Thus Mark Antony composed a treatise upon getting drunk.,EAP
id22547,Yet where had the fellow got such an odd notion?,HPL
id14490,"At night he would not be alone, nor would the company of a few persons calm him.",HPL
id19980,P. I do not comprehend.,EAP
id02580,"When my father had arrived the storm had already begun, but he had refused to stop and leaving his horse there he walked on towards the sea.",MWS
id05358,"Its persistence among a simple people was quite natural in view of the sudden and permanent return of abundantly fine fishing, and it soon came to be the greatest influence on the town, replacing Freemasonry altogether and taking up headquarters in the old Masonic Hall on New Church Green.",HPL
id06444,"We both inserted the whole unopened wooden box, closed the door, and started the electricity.",HPL
id10195,"The islands were no longer visible; whether they had passed down the horizon to the southeast, or whether my increasing elevation had left them out of sight, it is impossible to say.",EAP
id11425,"His dreams were meanwhile increasing in vividness, and though shewing him none of the strange cities and incredible gardens of the old days, were assuming a definite cast whose purpose could not be mistaken.",HPL
id17845,"Alas, what will become of us?",MWS
id19783,"""The relatives of the Earl of Windsor,"" said she haughtily, ""doubtless think that I injured him; perhaps the Earl himself would be the first to acquit me, but probably I do not deserve acquittal.",MWS
id15816,"Now, as the baying of that dead, fleshless monstrosity grows louder and louder, and the stealthy whirring and flapping of those accursed web wings circles closer and closer, I shall seek with my revolver the oblivion which is my only refuge from the unnamed and unnamable.",HPL
id08433,"If we discover repetitions of such letters, so arranged, they will most probably represent the word 'the.' Upon inspection, we find no less than seven such arrangements, the characters being;.",EAP
id05956,"We careered round and round for perhaps an hour, flying rather than floating, getting gradually more and more into the middle of the surge, and then nearer and nearer to its horrible inner edge.",EAP
id23763,His demeanour was sad; for a moment he appeared glad to see me and then he checked himself as if unwilling to betray his feelings.,MWS
id11271,"The wound, and consequent inability of Argyropylo, caused Raymond to be the first in command.",MWS
id10467,At length we pulled away.,EAP
id16679,"But it is not that the corpse was found to have the garters of the missing girl, or found to have her shoes, or her bonnet, or the flowers of her bonnet, or her feet, or a peculiar mark upon the arm, or her general size and appearance it is that the corpse had each, and all collectively.",EAP
id26524,Dr. West's reanimated specimens were not meant for long existence or a large audience.,HPL
id26341,"I often wished that I had permitted her to take her own course, and engage herself in such labours for the welfare of others as might have distracted her thoughts.",MWS
id03443,"We lowered it without difficulty, although it was only by a miracle that we prevented it from swamping as it touched the water.",EAP
id22193,Did not proceed up stairs.,EAP
id07485,The old woman always appeared out of thin air near the corner where the downward slant met the inward slant.,HPL
id09439,But it was not in these vortices of complete alienage that he saw Brown Jenkin.,HPL
id15953,"Now, beware Be silent Do not urge me to your destruction.",MWS
id15598,"The open book lay flat between us, with the picture staring repulsively upward.",HPL
id19749,"I motioned to him to continue, which he did with renewed signs of reluctance.",HPL
id27715,We went out with the resolution of disputing with our foe.,MWS
id00017,", it will be seen at pp. and , that this illustrious chemist had not only conceived the idea now in question, but had actually made no inconsiderable progress, experimentally, in the very identical analysis now so triumphantly brought to an issue by Von Kempelen, who although he makes not the slightest allusion to it, is, without doubt I say it unhesitatingly, and can prove it, if required, indebted to the 'Diary' for at least the first hint of his own undertaking.",EAP
id23417,"He, Valence, knew Marie, and could not be mistaken in her identity.",EAP
id04070,We will fight the enemy to the last.,MWS
id15872,"""I repeat, then, that I only half felt, and never intellectually believed.",EAP
id08716,"He was merely crass of fibre and function thoughtless, careless, and liquorish, as his easily avoidable accident proves, and without that modicum of imagination which holds the average citizen within certain limits fixed by taste.",HPL
id00790,Will nobody contrive a more expeditious mode of progress?,EAP
id02057,"I spoke without much heed, and the very conclusion of what I said brought with it other thoughts.",MWS
id09371,"This exception was found in the person of a scholar, who, although no relation, bore the same Christian and surname as myself; a circumstance, in fact, little remarkable; for, notwithstanding a noble descent, mine was one of those everyday appellations which seem, by prescriptive right, to have been, time out of mind, the common property of the mob.",EAP
id04818,"She reposed beside her beloved, and the tomb above was inscribed with the united names of Raymond and Perdita.",MWS
id12567,"What this meant, no one could quite be certain till later.",HPL
id15859,"Her story was plain to him, plain and distinct as the remorse and horror that darted their fangs into him.",MWS
id27743,I was also sorry that I had no one with whom to converse.,HPL
id23113,"What I saw unnerved me most surprisingly, considering its relative triviality.",HPL
id23021,"SIR, Through our common friend, Mr. P., I have received your note of this evening.",EAP
id19967,If I wept he would gaze on me in silence but he was no longer harsh and although he repulsed every caress yet it was with gentleness.,MWS
id06222,"It is indeed early,"" he continued, musingly, as a cherub with a heavy golden hammer made the apartment ring with the first hour after sunrise: ""It is indeed early but what matters it?",EAP
id08575,"These sounds were mingled with the roaring of the sea, the splash of the chafed billows round the vessel's sides, and the gurgling up of the water in the hold.",MWS
id24637,I had entered the brush grown cut and was struggling along at a very slow pace when that damnable fishy odour again waxed dominant.,HPL
id08691,"But I could discover, amidst all her repinings, deep resentment towards Raymond, and an unfading sense of injury, that plucked from me my hope, when I appeared nearest to its fulfilment.",MWS
id16351,"After all, what is it?",EAP
id04184,"He rode through the town, visiting the wounded, and giving such orders as were necessary for the siege he meditated.",MWS
id11506,"This box was three feet and a half long, three feet broad, and two and a half feet deep.",EAP
id17651,My every motion was undoubtedly watched.,EAP
id17399,"After that experience West had dropped his researches for some time; but as the zeal of the born scientist slowly returned, he again became importunate with the college faculty, pleading for the use of the dissecting room and of fresh human specimens for the work he regarded as so overwhelmingly important.",HPL
id25010,"Eternal night continued to envelop us, all unrelieved by the phosphoric sea brilliancy to which we had been accustomed in the tropics.",EAP
id17426,"""Shocking"" said the youth, calmly, and turned quietly into the chateau.",EAP
id20683,"This was not altogether the fact: but predominant self will assumed the arms and masque of callous feeling; and the haughty lady disdained to exhibit any token of the struggle she endured; while the slave of pride, she fancied that she sacrificed her happiness to immutable principle.",MWS
id18359,"The police have laid bare the floors, the ceilings, and the masonry of the walls, in every direction.",EAP
id11810,"Uprearing themselves in tall slender lines of light, they thus remained burning all pallid and motionless; and in the mirror which their lustre formed upon the round table of ebony at which we sat, each of us there assembled beheld the pallor of his own countenance, and the unquiet glare in the downcast eyes of his companions.",EAP
id14999,Evidently the ticket agent had not exaggerated the dislike which local people bore toward Innsmouth and its denizens.,HPL
id03864,"I was now in Holborn, and passed by a public house filled with uproarious companions, whose songs, laughter, and shouts were more sorrowful than the pale looks and silence of the mourner.",MWS
id27347,"If I were awake I should like to die, but now it is no matter.",EAP
id05564,"I rambled on, oppressed, distracted by painful emotions suddenly I found myself before Drury Lane Theatre.",MWS
id27054,"He supposes that, had this been the case, it might have appeared at the surface on the Wednesday, and thinks that only under such circumstances it could so have appeared.",EAP
id09646,"Then came the frenzied tones again: ""Carter, it's terrible monstrous unbelievable"" This time my voice did not fail me, and I poured into the transmitter a flood of excited questions.",HPL
id11380,"Excellent friend how sincerely you did love me, and endeavour to elevate my mind until it was on a level with your own.",MWS
id21281,"While in London these and many other dreadful thoughts too harrowing for words were my portion: I lost all this suffering when I was free; when I saw the wild heath around me, and the evening star in the west, then I could weep, gently weep, and be at peace.",MWS
id15493,"And yet, as the members severally shook their heads and confessed defeat at the Inspector's problem, there was one man in that gathering who suspected a touch of bizarre familiarity in the monstrous shape and writing, and who presently told with some diffidence of the odd trifle he knew.",HPL
id26916,"""What can I do?"" she cried, ""I am lost we are both for ever lost But come come with me, Lionel; here I must not stay, we can get a chaise at the nearest post house; yet perhaps we have time come, O come with me to save and protect me"" When I heard her piteous demands, while with disordered dress, dishevelled hair, and aghast looks, she wrung her hands the idea shot across me is she also mad? ""Sweet one,"" and I folded her to my heart, ""better repose than wander further; rest my beloved, I will make a fire you are chill.""",MWS
id07810,"My productions however were sufficiently unpretending; they were confined to the biography of favourite historical characters, especially those whom I believed to have been traduced, or about whom clung obscurity and doubt.",MWS
id24830,But I was enchanted by the appearance of the hut; here the snow and rain could not penetrate; the ground was dry; and it presented to me then as exquisite and divine a retreat as Pandemonium appeared to the demons of hell after their sufferings in the lake of fire.,MWS
